dep_date,rank_in_day,company_id,flight_number,scheduled_departure_airport_code,scheduled_arrival_airport_code,fds,fds_bucket
2025-08-01,155,UA,1413,ORD,LGA,7.940625166520476,Low
2025-08-01,156,UA,1139,ORD,DSM,7.940625166520476,Low
2025-08-01,157,UA,2177,ORD,MSN,7.940625166520476,Low
2025-08-01,158,UA,1859,ORD,SNA,7.940625166520476,Low
2025-08-01,159,UA,1273,ORD,SFO,7.806274900212884,Low
2025-08-01,160,G7,4568,ORD,SCE,7.806274900212884,Low
2025-08-01,161,UA,1316,ORD,SRQ,7.806274900212884,Low
2025-08-01,162,YX,3598,ORD,SDF,7.806274900212884,Low
2025-08-01,163,UA,2329,ORD,DTW,7.637670263648033,Low
2025-08-01,164,OO,5446,ORD,CLE,7.637670263648033,Low
2025-08-01,165,G7,4429,ORD,FSD,7.637670263648033,Low
2025-08-01,166,UA,2154,ORD,ROC,7.637670263648033,Low
2025-08-01,167,OO,5470,ORD,GEG,7.525302655994892,Low
2025-08-01,168,OO,5444,ORD,LIT,7.340723229572177,Low
2025-08-01,169,G7,4431,ORD,MSN,7.340723229572177,Low
2025-08-01,170,OO,6002,ORD,AVL,7.340723229572177,Low
2025-08-01,171,OO,5427,ORD,PIA,7.337922137230635,Low
2025-08-01,172,UA,2691,ORD,EWR,7.287692977115512,Low
2025-08-01,173,OO,5125,ORD,CMX,7.287692977115512,Low
2025-08-01,174,OO,5337,ORD,ROA,7.287692977115512,Low
2025-08-01,175,UA,312,ORD,CHS,7.287692977115512,Low
2025-08-01,176,UA,1658,ORD,EWR,7.172118593007326,Low
2025-08-01,177,YX,3422,ORD,DTW,7.172118593007326,Low
2025-08-01,178,UA,664,ORD,LGA,7.172118593007326,Low
2025-08-01,179,OO,5538,ORD,HSV,7.172118593007326,Low
2025-08-01,180,OO,5094,ORD,RHI,7.15334271080792,Low
2025-08-01,181,OO,5344,ORD,MBS,7.15334271080792,Low
2025-08-01,182,OO,5020,ORD,FOD,7.15334271080792,Low
2025-08-01,183,UA,247,ORD,OMA,7.15334271080792,Low
2025-08-01,184,OO,5646,ORD,ATW,7.15334271080792,Low
2025-08-01,185,UA,2481,ORD,SYR,7.15334271080792,Low
2025-08-01,186,UA,2455,ORD,SAV,7.119088340550661,Low
2025-08-01,187,OO,5988,ORD,BWI,7.119088340550661,Low
2025-08-01,188,UA,752,ORD,DCA,7.05627491697669,Low
2025-08-01,189,UA,2440,ORD,LAS,6.984738074243069,Low
2025-08-01,190,OO,5624,ORD,LEX,6.984738074243069,Low
2025-08-01,191,YX,3628,ORD,IND,6.984738074243069,Low
2025-08-01,192,UA,2008,ORD,MCO,6.984662637114525,Low
2025-08-01,193,UA,1577,ORD,SFO,6.984662637114525,Low
2025-08-01,194,UA,265,ORD,YYZ,6.940928380936384,Low
2025-08-01,195,YX,3498,ORD,CVG,6.763027748093009,Low
2025-08-01,196,OO,5352,ORD,CAK,6.537692993879318,Low
2025-08-01,197,G7,4519,ORD,SCE,6.537692993879318,Low
2025-08-01,198,UA,482,ORD,CHS,6.403342727571726,Low
2025-08-01,199,OO,5289,ORD,CRW,6.403342727571726,Low
2025-08-01,200,OO,5437,ORD,DLH,6.403342727571726,Low
2025-08-01,201,UA,2635,ORD,CLT,6.403342727571726,Low
2025-08-01,202,UA,1082,ORD,PIT,6.403342727571726,Low
2025-08-01,203,UA,503,ORD,DEN,6.403342727571726,Low
2025-08-01,204,UA,576,ORD,LAX,6.181632401421666,Low
2025-08-01,205,OO,5262,ORD,LNK,6.154633034020662,Low
2025-08-01,206,UA,729,ORD,DFW,6.047282135114074,Low
2025-08-01,207,OO,5726,ORD,TYS,6.047282135114074,Low
2025-08-01,208,UA,1677,ORD,BOS,6.047282135114074,Low
2025-08-01,209,OO,5565,ORD,CHO,5.905803618952632,Low
2025-08-01,210,OO,5874,ORD,PIA,5.905803618952632,Low
2025-08-01,211,OO,5536,ORD,SAT,5.821612384170294,Low
2025-08-01,212,G7,4482,ORD,TUL,5.750075541436672,Low
2025-08-01,213,OO,5435,ORD,BDL,5.529973609372973,Low
2025-08-01,214,OO,4792,ORD,ROA,5.39401494897902,Low
2025-08-01,215,OO,5136,ORD,DEC,5.168680194765329,Low
2025-08-01,216,UA,1491,ORD,DFW,5.168680194765329,Low
2025-08-01,217,UA,1335,ORD,BUF,5.168680194765329,Low
2025-08-01,218,YX,3718,ORD,MSN,5.107656354084611,Low
2025-08-01,219,OO,5593,ORD,MEM,4.814384784549475,Low
2025-08-01,220,OO,4739,ORD,GRB,4.812619602307677,Low
2025-08-01,221,OO,5901,ORD,FAR,4.356060503050685,Low
2025-08-01,222,UA,1041,ORD,GRR,4.330057231709361,Low
2025-08-01,223,UA,2067,ORD,BOS,4.195706965401769,Low
2025-08-01,224,UA,1616,ORD,GRR,4.195706965401769,Low
2025-08-01,225,UA,2661,ORD,LGA,4.168679984286428,Low
2025-08-01,226,OO,5712,ORD,GSP,4.168679984286428,Low
2025-08-01,227,UA,476,ORD,CVG,4.16145259514451,Low
2025-08-01,228,UA,1113,ORD,ALB,4.134425614029169,Low
2025-08-01,229,YX,3603,ORD,CMH,4.134425614029169,Low
2025-08-01,230,YX,3690,ORD,IND,4.027102328836918,Low
2025-08-01,231,UA,2090,ORD,MIA,4.000075347721577,Low
2025-08-01,232,UA,695,ORD,SJU,4.000075347721577,Low
2025-08-01,233,G7,4518,ORD,STL,3.999999910593033,Low
2025-08-01,234,OO,5447,ORD,PVD,3.946969658136368,Low
2025-08-01,235,OO,5963,ORD,BDL,3.858596831560135,Low
2025-08-01,236,YX,3610,ORD,YQB,3.858422255143523,Low
2025-08-01,237,UA,1834,ORD,TPA,3.831395274028182,Low
2025-08-01,238,UA,2370,ORD,BOS,3.831395274028182,Low
2025-08-01,239,YX,3700,ORD,BNA,3.812619391828776,Low
2025-08-01,240,UA,1946,ORD,LGA,3.812619391828776,Low
2025-08-01,241,UA,534,ORD,EWR,3.812619391828776,Low
2025-08-01,242,UA,1909,ORD,TVC,3.805392002686858,Low
2025-08-01,243,UA,2658,ORD,SMF,3.778365021571517,Low
2025-08-01,244,UA,1983,ORD,LAX,3.778365021571517,Low
2025-08-01,245,UA,2385,ORD,MSO,3.671041736379266,Low
2025-08-01,246,YX,3685,ORD,DTW,3.6440147552639246,Low
2025-08-01,247,OO,5557,ORD,OKC,3.6440147552639246,Low
2025-08-01,248,OO,5748,ORD,YWG,3.6060605198144913,Low
2025-08-01,249,OO,5505,ORD,SBN,3.5530302673578262,Low
2025-08-01,250,UA,2172,ORD,FAI,3.5530302673578262,Low
2025-08-01,251,UA,1525,ORD,AUS,3.529563220217824,Low
2025-08-01,252,G7,4504,ORD,CHA,3.502536239102483,Low
2025-08-01,253,UA,1823,ORD,IAH,3.445706982165575,Low
2025-08-01,254,UA,1068,ORD,IAD,3.445706982165575,Low
2025-08-01,255,UA,1269,ORD,CLE,3.4225656650960445,Low
2025-08-01,256,OO,5607,ORD,TUS,3.418680001050234,Low
2025-08-01,257,UA,2280,ORD,MCO,3.304228466004133,Low
2025-08-01,258,G7,4501,ORD,AVP,3.277201484888792,Low
2025-08-01,259,UA,2226,ORD,CLE,3.277201484888792,Low
2025-08-01,260,UA,1224,ORD,LAX,3.249999927356839,Low
2025-08-01,261,UA,2483,ORD,IAH,3.249999927356839,Low
2025-08-01,262,G7,4474,ORD,AVL,3.2239966560155158,Low
2025-08-01,263,UA,468,ORD,IAH,3.196969674900174,Low
2025-08-01,264,UA,1358,ORD,RDU,3.196969674900174,Low
2025-08-01,265,UA,2038,ORD,BUF,3.196969674900174,Low
2025-08-01,266,UA,2232,ORD,MSP,3.196969674900174,Low
2025-08-01,267,UA,1198,ORD,CUN,3.196969674900174,Low
2025-08-01,268,UA,1848,ORD,ATL,3.196969674900174,Low
2025-08-01,269,UA,1205,ORD,EWR,3.196969674900174,Low
2025-08-01,270,YX,3569,ORD,DTW,3.122593037551269,Low
2025-08-01,271,UA,764,ORD,YYC,3.089646389707923,Low
2025-08-01,272,OO,5353,ORD,GRR,3.089646389707923,Low
2025-08-01,273,OO,5229,ORD,ILM,3.089646389707923,Low
2025-08-01,274,UA,1980,ORD,LGA,3.0626194085925817,Low
2025-08-01,275,UA,669,ORD,AUS,3.0626194085925817,Low
2025-08-01,276,G7,4597,ORD,ROA,3.0626194085925817,Low
2025-08-01,277,OO,5405,ORD,SCE,3.0626194085925817,Low
2025-08-01,278,OO,5027,ORD,MCW,3.0626194085925817,Low
2025-08-01,279,OO,5121,ORD,FOD,3.0626194085925817,Low
2025-08-01,280,UA,2092,ORD,LGA,3.0626194085925817,Low
2025-08-01,281,UA,490,ORD,SAT,3.0626194085925817,Low
2025-08-01,282,UA,1793,ORD,MSP,3.0626194085925817,Low
2025-08-01,283,UA,2225,ORD,PHX,3.0626194085925817,Low
2025-08-01,284,UA,1741,ORD,JAC,3.0626194085925817,Low
2025-08-01,285,UA,2414,ORD,BNA,3.0626194085925817,Low
2025-08-01,286,UA,1377,ORD,MYR,3.0626194085925817,Low
2025-08-01,287,YX,3468,ORD,BGR,3.0626194085925817,Low
2025-08-01,288,G7,4563,ORD,FSD,3.0626194085925817,Low
2025-08-01,289,OO,5763,ORD,TUL,3.0626194085925817,Low
2025-08-01,290,G7,4436,ORD,SGF,3.0626194085925817,Low
2025-08-01,291,UA,561,ORD,MCI,3.0626194085925817,Low
2025-08-01,292,OO,5585,ORD,ATW,3.0626194085925817,Low
2025-08-01,293,G7,4549,ORD,MLI,3.0626194085925817,Low
2025-08-01,294,OO,5382,ORD,FWA,3.0626194085925817,Low
2025-08-01,295,UA,2184,ORD,EGE,3.0626194085925817,Low
2025-08-01,296,UA,1347,ORD,FLL,3.0626194085925817,Low
2025-08-01,297,OO,5517,ORD,PVD,3.0626194085925817,Low
2025-08-01,298,UA,1989,ORD,BOS,3.0626194085925817,Low
2025-08-01,299,G7,4445,ORD,BHM,2.948167873546481,Low
2025-08-01,300,UA,763,ORD,PWM,2.9469696804881096,Low
2025-08-01,301,UA,2071,ORD,SAN,2.92114089243114,Low
2025-08-01,302,UA,286,ORD,CLE,2.92114089243114,Low
2025-08-01,303,OO,5234,ORD,MKE,2.92114089243114,Low
2025-08-01,304,G7,4426,ORD,BUF,2.92114089243114,Low
2025-08-01,305,UA,2672,ORD,PNS,2.92114089243114,Low
2025-08-01,306,OO,5564,ORD,SBN,2.92114089243114,Low
2025-08-01,307,UA,1387,ORD,SFO,2.813909715041518,Low
2025-08-01,308,G7,4613,ORD,STL,2.813909715041518,Low
2025-08-01,309,G7,4554,ORD,GRB,2.813909715041518,Low
2025-08-01,310,UA,310,ORD,MCI,2.813909715041518,Low
2025-08-01,311,UA,1252,ORD,DCA,2.812619414180517,Low
2025-08-01,312,UA,2653,ORD,RDU,2.812619414180517,Low
2025-08-01,313,UA,2629,ORD,CLE,2.768464060500264,Low
2025-08-01,314,UA,380,ORD,JAX,2.484806813299656,Low
2025-08-01,315,UA,1967,ORD,LAX,2.408779039978981,Low
2025-08-01,316,OO,5930,ORD,FAR,2.3114459589123726,Low
2025-08-01,317,UA,721,ORD,BOS,2.249999949708581,Low
2025-08-01,318,UA,622,ORD,DEN,2.1946326829493046,Low
2025-08-01,319,UA,1599,ORD,DEN,2.1870687138289213,Low
2025-08-01,320,YX,3571,ORD,IND,2.1870687138289213,Low
2025-08-01,321,OO,5398,ORD,IND,2.167431125417352,Low
2025-08-01,322,OO,5999,ORD,OKC,2.1144008729606867,Low
2025-08-01,323,UA,2666,ORD,DEN,2.052718447521329,Low
2025-08-01,324,UA,791,ORD,DEN,2.052718447521329,Low
2025-08-01,325,UA,1100,ORD,PDX,2.052718447521329,Low
2025-08-01,326,OO,5469,ORD,SDF,2.052718447521329,Low
2025-08-01,327,UA,1933,ORD,LAS,2.052718447521329,Low
2025-08-01,328,OO,4809,ORD,ICT,2.052718447521329,Low
2025-08-01,329,UA,2609,ORD,SNA,2.052718447521329,Low
2025-08-01,330,OO,5215,ORD,LNK,2.052718447521329,Low
2025-08-01,331,OO,5568,ORD,MLI,2.052718447521329,Low
2025-08-01,332,UA,1270,ORD,PUJ,2.052718447521329,Low
2025-08-01,333,UA,2251,ORD,PIT,2.052718447521329,Low
2025-08-01,334,OO,5852,ORD,HSV,2.052718447521329,Low
2025-08-01,335,G7,4574,ORD,YOW,2.052718447521329,Low
2025-08-01,336,UA,1538,ORD,SAV,2.052718447521329,Low
2025-08-01,337,OO,5108,ORD,SLN,2.052718447521329,Low
2025-08-01,338,OO,5731,ORD,STL,1.9900989718735216,Low
2025-08-01,339,UA,563,ORD,EWR,1.9800506066530943,Low
2025-08-01,340,UA,1996,ORD,SJU,1.9800506066530943,Low
2025-08-01,341,UA,1851,ORD,ALB,1.9800506066530943,Low
2025-08-01,342,UA,224,ORD,BZN,1.9800506066530943,Low
2025-08-01,343,UA,466,ORD,DCA,1.9800506066530943,Low
2025-08-01,344,UA,1659,ORD,CUN,1.9800506066530943,Low
2025-08-01,345,UA,343,ORD,SFO,1.9800506066530943,Low
2025-08-01,346,OO,5493,ORD,ATW,1.9800506066530943,Low
2025-08-01,347,UA,1304,ORD,LAS,1.9800506066530943,Low
2025-08-01,348,OO,5841,ORD,MEM,1.9800506066530943,Low
2025-08-01,349,UA,2337,ORD,IAD,1.9800506066530943,Low
2025-08-01,350,UA,1693,ORD,DCA,1.9800506066530943,Low
2025-08-01,351,G7,4517,ORD,SCE,1.9800506066530943,Low
2025-08-01,352,UA,2640,ORD,DCA,1.9800506066530943,Low
2025-08-01,353,OO,5577,ORD,JAX,1.9370687194168568,Low
2025-08-01,354,OO,5843,ORD,ECP,1.9370687194168568,Low
2025-08-01,355,OO,5608,ORD,GRB,1.9112399313598871,Low
2025-08-01,356,UA,2004,ORD,SYR,1.9112399313598871,Low
2025-08-01,357,UA,2618,ORD,STL,1.9112399313598871,Low
2025-08-01,358,UA,1941,ORD,CVG,1.9112399313598871,Low
2025-08-01,359,YX,3451,ORD,PWM,1.8829453270882368,Low
2025-08-01,360,UA,2302,ORD,BWI,1.8385720904916525,Low
2025-08-01,361,G7,4380,ORD,SYR,1.8385720904916525,Low
2025-08-01,362,UA,1414,ORD,BOI,1.8385720904916525,Low
2025-08-01,363,UA,1778,ORD,OMA,1.8385720904916525,Low
2025-08-01,364,UA,708,ORD,MCI,1.8385720904916525,Low
2025-08-01,365,OO,5795,ORD,TUL,1.8385720904916525,Low
2025-08-01,366,UA,2364,ORD,CMH,1.8385720904916525,Low
2025-08-01,367,UA,1815,ORD,MSY,1.8385720904916525,Low
2025-08-01,368,UA,2290,ORD,DFW,1.8385720904916525,Low
2025-08-01,369,UA,1168,ORD,SFO,1.8385720904916525,Low
2025-08-01,370,UA,2278,ORD,SEA,1.8385720904916525,Low
2025-08-01,371,UA,2862,ORD,IAD,1.8040087539702652,Low
2025-08-01,372,UA,2424,ORD,RDU,1.8040087539702652,Low
2025-08-01,373,UA,1077,ORD,DCA,1.8027184531092644,Low
2025-08-01,374,UA,1832,ORD,CMH,1.8027184531092644,Low
2025-08-01,375,OO,5380,ORD,MSY,1.8027184531092644,Low
2025-08-01,376,UA,2323,ORD,MCO,1.8027184531092644,Low
2025-08-01,377,G7,4406,ORD,TVC,1.7485950607806444,Low
2025-08-01,378,YX,3641,ORD,GRR,1.7485950607806444,Low
2025-08-01,379,UA,1097,ORD,DCA,1.7485950607806444,Low
2025-08-01,380,UA,786,ORD,BTV,1.7485950607806444,Low
2025-08-01,381,G7,4452,ORD,RIC,1.7313409131020308,Low
2025-08-01,382,G7,4502,ORD,LEX,1.7313409131020308,Low
2025-08-01,383,UA,2430,ORD,BNA,1.7313409131020308,Low
2025-08-01,384,UA,1620,ORD,SEA,1.7300506122410295,Low
2025-08-01,385,UA,2137,ORD,SLC,1.7300506122410295,Low
2025-08-01,386,UA,2195,ORD,BDL,1.7300506122410295,Low
2025-08-01,387,UA,2104,ORD,BOS,1.6071165446192026,Low
2025-08-01,388,UA,1477,ORD,PHX,1.6071165446192026,Low
2025-08-01,389,UA,2418,ORD,PHL,1.6071165446192026,Low
2025-08-01,390,OO,4791,ORD,SBN,1.6071165446192026,Low
2025-08-01,391,OO,4645,ORD,FWA,1.6071165446192026,Low
2025-08-01,392,G7,4389,ORD,CID,1.6071165446192026,Low
2025-08-01,393,UA,356,ORD,ATL,1.6071165446192026,Low
2025-08-01,394,OO,5984,ORD,BIL,1.588572096079588,Low
2025-08-01,395,OO,5729,ORD,FNT,1.588572096079588,Low
2025-08-01,396,OO,5395,ORD,GSO,1.588572096079588,Low
2025-08-01,397,G7,4610,ORD,XNA,1.5540087595582008,Low
2025-08-01,398,UA,2039,ORD,MCO,1.5540087595582008,Low
2025-08-01,399,UA,587,ORD,YUL,1.4998853672295809,Low
2025-08-01,400,UA,445,ORD,ANC,1.4998853672295809,Low
2025-08-01,401,YX,3440,ORD,YYZ,1.49859506636858,Low
2025-08-01,402,OO,5532,ORD,MCI,1.49859506636858,Low
2025-08-01,403,UA,1857,ORD,MIA,1.49859506636858,Low
2025-08-01,404,UA,2100,ORD,SLC,1.49859506636858,Low
2025-08-01,405,YX,3654,ORD,STL,1.49859506636858,Low
2025-08-01,406,UA,2201,ORD,MCO,1.49859506636858,Low
2025-08-01,407,G7,4387,ORD,CID,1.4813409186899662,Low
